query,title,query_count,title_count,cooccurrence,npmi,similarity
zs100,blg10,54,42,13,0.8344155694842567,0.531926691532135
fixion,frixion,19,1078,19,0.7361002743892621,0.531914472579956
65xl,2652,102,52,13,0.7802424240642033,0.5319064259529114
record,turntable,4177,3096,217,0.5635937281505858,0.5318797826766968
xp410,epson,16,1845,22,0.7287763598835872,0.5318788290023804
watches,chronograph,5137,1617,209,0.5933441865634694,0.531838059425354
decanter,liquor,1011,1132,28,0.511500143884267,0.5318025350570679
dresden,butcher,125,1061,13,0.5749758715854508,0.5317784547805786
butcher,dresden,1061,125,15,0.5894798030390765,0.5317784547805786
seeds,sow,7188,158,33,0.5288563021865068,0.5317748785018921
toothpaste,colgate,4240,650,54,0.519486209110004,0.5317257046699524
refrigerators,cellar,457,370,10,0.5338260328527777,0.5316991209983826
barbersol,shaving,15,2993,10,0.616994892646679,0.5316781997680664
detectors,alerts,223,1163,16,0.5527704937702262,0.5316696166992188
mandolines,slicer,15,3887,34,0.7336637981416346,0.5316125750541687
sandpaper,grits,730,281,14,0.5545123358955951,0.5315799117088318
lumix,leica,482,365,13,0.5569581396208008,0.5315687656402588
cheetos,puffs,235,536,16,0.5994408137831879,0.531557559967041
puffs,cheetos,536,235,13,0.5782637182323147,0.531557559967041
demon,slayer,1529,1028,114,0.645081581817298,0.5315235257148743
slayer,demon,1028,1529,110,0.6407440979678016,0.5315235257148743
outerbox,otterbox,48,7912,41,0.627061369950412,0.5315201282501221
sdr,hdc,664,63,13,0.6485530542711595,0.5315043926239014
nikon,d850,2590,119,27,0.5955674475493233,0.5314782857894897
d850,nikon,119,2590,16,0.5416163858755346,0.5314782857894897
fluoride,flossers,1696,390,19,0.5090270307893986,0.5314252376556396
writting,letters,60,7520,14,0.504009135234294,0.5313968658447266
purification,potable,423,287,10,0.5546060700964199,0.5313746929168701
kanzashi,kimono,29,3094,14,0.607489648463391,0.5313522815704346
clarinet,reeds,397,276,54,0.7456665833376022,0.5313191413879395
reeds,clarinet,276,397,18,0.6207842282753674,0.5313191413879395
listerine,antiseptic,222,485,22,0.6433989481828484,0.5312895774841309
pans,nonstick,7837,7709,441,0.5280029855048742,0.5312817096710205
gta,grand,112,4622,50,0.6279784828928059,0.5312623977661133
bopit,it,14,26736,14,0.5159798784463404,0.5312394499778748
braiding,cosmetology,2716,549,30,0.5007030612600298,0.5312271118164062
fitbitcharge,charge,15,10929,49,0.7057861184856433,0.5312193632125854
63xl,3632,503,226,20,0.6295688033020131,0.5312190055847168
utah,utes,523,104,23,0.6934197955593412,0.5311954021453857
utes,utah,104,523,16,0.6537065568248449,0.5311954021453857
bowers,wilkins,64,106,16,0.7882259443433169,0.5311835408210754
wilkins,bowers,106,64,16,0.7882259443433169,0.5311835408210754
birds,prey,3312,114,12,0.5006033087103973,0.531175971031189
im,asking,1932,136,18,0.563830903747929,0.531171441078186
locksets,keyed,157,1659,16,0.5524935148729085,0.531100332736969
nicorette,smoking,115,1934,13,0.5420090943468214,0.5310949683189392
mandoline,julienne,476,148,12,0.6071147127107741,0.5310860872268677
mealworm,feeder,37,7256,10,0.5048311472922125,0.5310177803039551
spotting,scopes,330,308,16,0.6133038887753618,0.5309287905693054
michaelangelo,michelangelo,22,260,15,0.7917775054696444,0.5309261083602905
toothpaste,fluoride,4240,1696,284,0.6435721704829191,0.5308752655982971
rafts,river,158,2921,18,0.5271497383296201,0.5308566689491272
smash,bros.,1540,745,49,0.5702493650351191,0.5308042168617249
creuset,cerise,650,257,30,0.6481467299240169,0.5308030843734741
videocamera,microphone,15,17163,13,0.5326811894427027,0.5307927131652832
inverters,outlets,58,4419,10,0.5077405850923388,0.5307911038398743
washington,huskies,834,85,15,0.6297903569520285,0.5307438373565674
huskies,washington,85,834,15,0.6297903569520283,0.5307438373565674
worx,wa0010,625,50,10,0.639717581768664,0.5307040214538574
950xl,8610,149,158,19,0.7270013544873171,0.5306717157363892
microserver,xeon,67,162,10,0.7060395552796899,0.5306715965270996
potter,quidditch,5484,112,23,0.5330078109457955,0.5305946469306946
ultrawide,2560,593,366,13,0.5435681753238555,0.5305449962615967
indian,puja,3939,139,19,0.5213788597148974,0.5305087566375732
panang,thai,101,1553,16,0.5852664293629912,0.5305029153823853
sanding,grit,2109,1844,65,0.5150341824418873,0.530501663684845
juicer,extractor,1025,2233,47,0.5177345935605497,0.5304274559020996
t7i,m6,453,904,16,0.5232519312610164,0.5304110050201416
nunn,nuun,230,61,15,0.7340380099749861,0.5303878784179688
921,error,345,1121,19,0.5440958537311557,0.5303611159324646
acatel,alcatel,16,916,62,0.9052181614171376,0.53029465675354
p5p,b6,46,1421,12,0.6118647876953233,0.5302817821502686
mizzou,missouri,48,286,31,0.8204846920994899,0.5302377343177795
cheede,cheese,9,6982,10,0.5959074462762859,0.530208170413971
jump,rope,6694,18391,629,0.513663173494116,0.5302050113677979
pass,ezpass,2890,43,11,0.5624809522295293,0.5301984548568726
celeste,muse,120,536,11,0.6040336502724921,0.5300908088684082
parachute,chute,658,246,22,0.6164985149653012,0.5299332141876221
perfume,toilette,4523,3578,193,0.5322073963938547,0.5298868417739868
shampooers,cleaner,16,29359,15,0.5080948342795372,0.5298532247543335
125bvx,c1q,82,96,16,0.7786138002961862,0.5298464894294739
shrinkable,flexible,61,21344,29,0.5063978104239363,0.529836893081665
nitrogen,acids,198,1926,17,0.5338656199069822,0.5297756195068359
acids,nitrogen,1926,198,17,0.5338656199069822,0.5297756195068359
rice,cooked,5899,456,54,0.5211876694137025,0.5297428369522095
usmc,veteran,410,944,14,0.5138361571989224,0.52972811460495
bmw,330xi,2334,85,11,0.5329670461296947,0.5297158360481262
henry,viii,872,256,16,0.5624613335312206,0.5296993851661682
viii,henry,256,872,16,0.5624613335312206,0.5296993851661682
pottu,potty,16,3165,20,0.6825881082557614,0.5296980738639832
cheetos,crunchy,235,1127,11,0.5147386167216285,0.5296833515167236
pavers,tiles,133,4838,33,0.5673733536370155,0.5296816825866699
lingere,sleepwear,30,8018,11,0.5208119227627906,0.5296761989593506
adu162,dav,28,79,12,0.8266864005737726,0.5296648144721985
romaine,seeds,83,7188,32,0.5692247318125421,0.5296634435653687
dumbellsweights,weights,22,3633,21,0.6579698829213808,0.5296165943145752
545,780,117,265,11,0.6500745988971554,0.529558002948761
ghibli,language,66,2612,10,0.5326131028973504,0.5294662714004517
thumbtacks,tacks,151,681,55,0.7523749140489291,0.5294617414474487
564,3520,262,113,25,0.7432879349011041,0.5294464826583862
rusty,rivets,291,527,15,0.5801329660122542,0.529362142086029
rivets,rusty,527,291,23,0.6248276828018379,0.529362142086029
wii,nunchuk,3374,32,12,0.5800274724769723,0.5293567180633545
modem,comcast,1902,382,87,0.6688098013467465,0.5293423533439636
urn,cremation,1986,1546,71,0.5415006527379791,0.5293293595314026
cremation,urn,1546,1986,78,0.5519354548922222,0.5293293595314026
eyemask,earplugs,58,863,11,0.6198555710198783,0.5293132066726685
bathbombs,fizzies,84,520,25,0.7174094399676336,0.5292606949806213
lego,minifigures,14515,825,167,0.5382597988379727,0.5292481780052185
videocamera,youtube,15,2977,13,0.6443888418247625,0.5292441844940186
sewer,pipeline,814,262,12,0.5368415040562814,0.5292317867279053
gopro,sjcam,2995,96,16,0.5461068667885758,0.5292142033576965
goodnfun,fun,12,25199,12,0.514689974463069,0.5291696786880493
budget,cash,1084,3877,78,0.529335567705767,0.5291619896888733
laundry,loads,16275,1956,290,0.5280211970990968,0.5291566252708435
kayak,rudder,3222,156,17,0.5159504651540864,0.5291221737861633
rudder,kayak,156,3222,15,0.5037400308768647,0.5291221737861633
bodum,chambord,443,48,11,0.6738693546325919,0.529093861579895
rogaine,minoxidil,227,222,34,0.7435691185322897,0.529048502445221
glue,stickles,10977,125,30,0.5063033645031586,0.5290435552597046
stickles,glue,125,10977,35,0.5221077662665032,0.5290434956550598
bathandbodyworks,body,13,78771,24,0.5034166770302724,0.52903813123703
sanding,grits,2109,281,20,0.5213046890344566,0.5290148854255676
moldes,epoxy,61,4825,22,0.5770492664824304,0.5289753079414368
syrup,lemonades,2928,43,15,0.5928265442544103,0.528975248336792
radios,talkie,1188,791,24,0.5091186884591079,0.5289740562438965
atickers,stickers,16,36535,29,0.5602139583315788,0.5289626717567444
bedazzled,bling,58,8854,30,0.5725027471255479,0.5289192795753479
bandz,hedbanz,102,83,12,0.7415368882204977,0.5289058089256287
vaseline,petroleum,480,173,24,0.6701250814453256,0.5288646221160889
tatum,jayson,63,51,14,0.8208098273881959,0.5288451313972473
jayson,tatum,51,63,15,0.8288940534445055,0.5288450717926025
ramyeon,noodle,23,1682,13,0.653538516304168,0.5288065671920776
crossbow,cocking,607,27,12,0.6996300690469136,0.5287430286407471
ricer,masher,35,145,12,0.7740022152271858,0.528670608997345
pods,brews,9004,649,100,0.5330266301990622,0.5286642909049988
630,tn630,535,119,23,0.6830029226395387,0.5286097526550293
looms,weaving,44,782,16,0.6832985569579029,0.5286064147949219
ballast,hid,524,554,12,0.5172790381328262,0.5285632610321045
hid,ballast,554,524,13,0.5250232238592928,0.5285632610321045
crab,seashells,1257,243,14,0.5290036881943253,0.5285537242889404
coffin,nails,1552,15057,228,0.523465194110283,0.5284996032714844
tecnomarine,tm,14,2244,13,0.6668120565201242,0.5284593105316162
woks,fry,199,3095,18,0.5083587757114462,0.5284396409988403
hardrive,hdd,45,6839,18,0.5535363140439438,0.528438925743103
lattitude,latitude,16,1098,15,0.719566203905304,0.5284366011619568
hanna,barbera,285,101,18,0.7078280990229929,0.5283863544464111
barbera,hanna,101,285,18,0.707828099022993,0.5283863544464111
fizz,clink,410,62,11,0.6626057998779782,0.5282902717590332
clink,fizz,62,410,11,0.6626057998779781,0.5282902717590332
xchslb,locs,10,729,13,0.7599621692829263,0.5282039046287537
shui,yao,483,122,16,0.6485326136120896,0.5281679034233093
61,1056,2414,71,10,0.5329772329360729,0.5281266570091248
ut,texas,218,3383,24,0.5251985277407457,0.528109610080719
beaching,vacation,151,2229,18,0.5477064493210335,0.528107225894928
freon,refrigerant,211,551,30,0.6725608971812251,0.5280775427818298
larginine,arginine,15,1093,20,0.7565322798836703,0.5280771255493164
scope,reticle,3049,855,130,0.6234166219282293,0.5280654430389404
bricktober,lego,18,14515,10,0.506536555710797,0.5280329585075378
papertowels,rolls,17,10180,17,0.5851222031852791,0.5280062556266785
houses,village,766,1057,21,0.5056612696295275,0.5279144048690796
bladder,gallbladder,1652,250,16,0.5227038512488281,0.5278579592704773
ed,emberley,1442,57,27,0.6839666940198784,0.5278512835502625
tlm103,103,13,780,11,0.7205920546106707,0.5278235673904419
ballon,balloon,197,7094,50,0.558700021900711,0.5277904272079468
shielding,faraday,146,225,11,0.6464275709244839,0.5277806520462036
alabama,crimson,767,1531,104,0.6554135946328759,0.5277778506278992
crimson,alabama,1531,767,42,0.5519652269049881,0.5277778506278992
luau,lei,1175,171,21,0.5973342644361563,0.527748167514801
lei,luau,171,1175,40,0.6680323698965435,0.527748167514801
learing,learning,23,16680,17,0.533476867424883,0.5277377367019653
giam,gaiam,11,527,11,0.7558707967056871,0.5277109742164612
millright,milling,16,733,11,0.7114124641499283,0.5276695489883423
ventiladores,fan,29,32971,42,0.5661270998976522,0.5275787115097046
watergun,blaster,37,3350,15,0.593833120650959,0.5275392532348633
geode,agate,315,712,14,0.5487941211822587,0.527518093585968
platfrom,slat,27,4560,12,0.5716959642710999,0.5275073051452637
eric,carle,673,310,13,0.5460875729596609,0.5275052189826965
carle,eric,310,673,13,0.5460875729596609,0.5275052189826965
swinwear,swimsuits,30,5702,13,0.5587481644163834,0.5274758338928223
g531gt,9750h,82,800,15,0.6347811788495753,0.5274714231491089
reasons,wrong,228,365,15,0.6194707977396894,0.5274613499641418
wrong,reasons,365,228,15,0.6194707977396894,0.5274613499641418
sword,scabbard,2648,189,43,0.6133602262465503,0.5274454951286316
502,2700,298,335,13,0.5930890142979754,0.5273849964141846
toronto,jays,294,227,34,0.7244873083811012,0.5273815989494324
jays,toronto,227,294,33,0.7209972574364676,0.5273815393447876
wikipedia,...,15,9155,14,0.5802226779595319,0.527380645275116
garcinia,cambogia,351,347,40,0.7024162918344299,0.5273266434669495
cambogia,garcinia,347,351,39,0.6994608482624947,0.5273266434669495
rafts,oars,158,240,13,0.6548137770290342,0.5273203253746033
fasciatis,plantar,16,2635,23,0.7102771450600559,0.5273137092590332
dapper,dan,239,656,20,0.6084890728898605,0.5272781252861023
dan,dapper,656,239,20,0.6084890728898605,0.5272781252861023
peddles,bicycle,37,13927,26,0.5572610253139584,0.5272433161735535
janes,mary,83,3415,23,0.5841807132188702,0.5272343754768372
algebra,intermediate,356,821,19,0.5623974507320706,0.5272184610366821
intermediate,algebra,821,356,19,0.5623974507320706,0.5272184610366821
kahlo,frida,81,334,15,0.6917813688224086,0.5271901488304138
frida,kahlo,334,81,19,0.7179149028108097,0.5271901488304138
perch,cockatiels,914,127,12,0.5754325204877159,0.5271894335746765
nicotine,quit,783,384,40,0.6403447539942886,0.5271755456924438
dam,barrier,331,2084,22,0.5208531857577232,0.5271386504173279
911,porsche,318,515,12,0.5535957109398612,0.5269914865493774
porsche,911,515,318,15,0.5759053217335991,0.5269914269447327
gevril,gv2,140,48,12,0.7561901086262274,0.5268908739089966
briefs,boxer,6798,7417,530,0.566563264041271,0.5268897414207458
lockout,tagout,308,182,11,0.6127102749942873,0.5268751382827759
tagout,lockout,182,308,18,0.6644277342080407,0.5268751382827759
antonio,spurs,270,501,10,0.5478217788672877,0.526797890663147
spurs,antonio,501,270,11,0.557129577527043,0.526797890663147
mudroom,hall,470,1379,24,0.5337700622336727,0.526796817779541
colorado,breckenridge,787,49,11,0.636311013718088,0.5267745852470398
voila,introduction,68,1245,13,0.6035992618118657,0.5267473459243774
calcium,caltrate,3169,63,20,0.5926427302362454,0.5267333984375
650,mx650,1495,160,13,0.5373683713772471,0.5267115831375122
alarm,snooze,14351,1800,304,0.5504442129967594,0.526609480381012
...and,him,78,5206,15,0.5174689758482451,0.526580274105072
energen,emergen,17,132,11,0.8157519027876693,0.5265660285949707
gravel,landscaping,1461,600,21,0.5004363130276059,0.5265008807182312
mariachis,sombrero,13,246,13,0.8125038681316942,0.5264981985092163
badgley,mischka,202,218,24,0.7122183926084923,0.5264798402786255
mischka,badgley,218,202,40,0.7722966376748206,0.5264798402786255
shera,ra,23,600,19,0.76190444072859,0.5264508724212646
mk7,k2,326,1274,62,0.6683791202748496,0.5264476537704468
k2,mk7,1274,326,34,0.6002912237205036,0.5264476537704468
telescope,aperture,933,289,20,0.5729381603086702,0.5264319181442261
thermometer,probe,10676,2117,244,0.5341877846641803,0.5264149904251099
plegables,folding,33,26366,37,0.5590100509830509,0.5262923836708069
japanese,dagashi,8324,70,19,0.5173118236262569,0.526283323764801
4a,3c,1086,351,14,0.5148126022285616,0.5262537002563477
slutty,thongs,93,627,16,0.6492106008674249,0.5262132287025452
fauxsucculent,plants,16,13001,21,0.5950528872276013,0.5261579155921936
patios,pergola,721,928,28,0.5474881941170312,0.5261578559875488
masquerade,mardi,2034,1026,50,0.5307288898484382,0.5261536240577698
mardi,masquerade,1026,2034,64,0.5575506084040861,0.5261536240577698
gopro,hero6,2995,79,17,0.5648320939371803,0.5261443257331848
fourwheeler,atv,16,5103,25,0.6757865445359987,0.5261433720588684
sword,bladesusa,2648,92,11,0.5200102011521338,0.5260628461837769
repeater,zwave,1394,189,10,0.5060116190022814,0.5260499119758606
crustless,uncrustables,45,57,16,0.8510773733837983,0.5260248780250549
lexus,es350,1085,184,19,0.5873066842379994,0.5260137319564819
poolbrush,bristles,16,2518,12,0.6425675010479485,0.525911808013916
obstacle,agility,380,744,30,0.6127055466447616,0.5259103775024414
tyranny,dragons,50,2394,12,0.5734831837863709,0.5258888602256775
marrage,marriage,16,1047,15,0.7226269293344697,0.5258595943450928
wonderland,cheshire,1257,125,12,0.5562235674637438,0.5258325338363647
harken,hoist,60,396,10,0.6569029432705821,0.5258323550224304
chineese,chinese,14,4447,13,0.6231981078030915,0.5257946252822876
fotográfica,nikon,10,2590,10,0.6514942912941981,0.5257925391197205
saree,shri,491,42,14,0.7016963502538642,0.5257902145385742
playdough,doh,50,586,24,0.7392548918860208,0.5257651805877686
accountant,magician,369,576,36,0.6522136738448053,0.52565997838974
magician,accountant,576,369,41,0.6669982764364716,0.52565997838974
ecollar,e,42,20655,23,0.5101585793028375,0.5256199836730957
popcorn,kernels,3608,445,57,0.5633084250596678,0.5256083011627197
kernels,popcorn,445,3608,57,0.5633084250596677,0.5256083011627197
grilzs,grills,16,1723,10,0.6475799743735192,0.5256051421165466
didpodsble,disposable,16,23527,22,0.5608148735940023,0.5255852341651917
muffs,hearing,612,2262,29,0.502275695970636,0.5255509614944458
money,mone,8486,32,16,0.5497992608620129,0.5255041718482971
joycons,con,88,2220,43,0.6782988173718306,0.5254765748977661
dicks,sẹx,134,323,12,0.6380197693718513,0.525424063205719
cf500a,m281cdw,51,80,13,0.796972318935798,0.5254035592079163
tn760,l2750dw,244,129,18,0.702008519343422,0.5253499746322632
bose,soundsport,3413,285,71,0.623695736789234,0.5253450274467468
soundsport,bose,285,3413,24,0.5068284852522411,0.5253450274467468
hdmicable,4k,8,26608,14,0.5521411840669495,0.5253249406814575
shlich,schleich,17,208,17,0.8375302425175034,0.5252960920333862
oxygen,spo2,2764,315,24,0.5141831479912042,0.5252556800842285
hp202,m281dw,10,32,10,0.9270510635200261,0.5252490639686584
knives,steak,7232,2402,239,0.5523084315394198,0.5252468585968018
silomo,solimo,12,1132,12,0.7115392766978237,0.5251526832580566
highliter,highlighters,16,525,12,0.7420334137499159,0.5251145362854004
majiamg,mah,16,1330,10,0.6638165665894384,0.5251129865646362
htp,hydroxytryptophan,455,168,28,0.6929386773853412,0.52510666847229
hydroxytryptophan,htp,168,455,47,0.7538427497857877,0.5251066088676453
boxing,mma,3490,2051,152,0.5662261266668253,0.525101363658905
motherboard,x470,1747,59,12,0.5829710215912852,0.525100588798523
agreement,negotiating,544,617,42,0.6382764511879568,0.5250977277755737
negotiating,agreement,617,544,56,0.6714155390473427,0.5250976085662842
electrolyte,rehydration,1791,75,11,0.5575718994732614,0.5250890254974365
eileen,fisher,90,4210,12,0.5003798889204496,0.5250762104988098
fisher,eileen,4210,90,12,0.5003798889204496,0.5250762104988098
floatie,raft,251,1048,18,0.5637575881298871,0.5250523090362549
scmidt,schmidt,16,463,14,0.7672897202874609,0.5250410437583923
burial,urn,635,1986,56,0.5783422480823199,0.5250011682510376
egg,poached,9413,260,50,0.5196132416388864,0.5249584913253784
msi,i9,1937,791,31,0.5021901067437379,0.524937629699707
lightbulb,candelabra,118,2007,13,0.5380043934200766,0.5249049663543701
lol,surprises,2119,1581,401,0.7521829047118167,0.5248832106590271
wadher,washer,13,7198,13,0.5972156996150354,0.5248826742172241
photocopy,printing,15,7138,11,0.5718802760034096,0.5248768925666809
bathbombs,bubble,84,15127,28,0.5044859917896366,0.5248751640319824
evolutionary,psychology,43,408,12,0.6953095586231918,0.5248259902000427
psychology,evolutionary,408,43,12,0.6953095586231918,0.5248259902000427
salwar,kameez,155,91,10,0.6896080614087942,0.5248037576675415
z490,motherboard,89,1747,12,0.5568900435723012,0.5247711539268494
rocketbook,pilot,152,5056,20,0.5042646429763072,0.5247358083724976
proliant,server,86,1906,16,0.5824201721441316,0.5247232913970947
tmobile,unlocked,244,9647,49,0.5201884801044913,0.5247094631195068
corvette,stingray,942,219,33,0.6444897498119231,0.5246850252151489
stingray,corvette,219,942,19,0.5851629049265396,0.5246850252151489
whitening,opalescence,4097,95,31,0.5946951019215501,0.5245981216430664
defibrillator,aed,90,214,58,0.8770059998720174,0.5245826840400696
combing,straightener,109,4402,14,0.50006915797757,0.5245668888092041
macbook,retina,20872,2302,319,0.5067091826378397,0.5245315432548523
counters,+1,590,327,10,0.52555393644768,0.5245142579078674
aspirin,tablets,142,15917,49,0.5230166964151733,0.524500846862793
afro,dreadlocks,1989,411,21,0.5050292581013548,0.5244905352592468
shocks,absorbers,712,313,26,0.6131826671282542,0.524479866027832
18v,bl1850b,2386,48,11,0.5676317592852668,0.524478554725647
maintainer,desulfator,738,183,17,0.6012090127743736,0.5244540572166443
filterscoffee,coffee,16,66662,25,0.504790268857498,0.5244028568267822
jessica,simpson,1690,1570,60,0.5334811587815184,0.524323046207428
simpson,jessica,1570,1690,60,0.5334811587815184,0.524323046207428
invisalign,aligner,150,100,12,0.7052485124045945,0.5242612957954407
adjustablefloor,sliding,16,7199,14,0.5914872006470845,0.5242556929588318
florida,seminoles,1070,86,17,0.6260997821244049,0.5242274403572083
polymer,clay,1742,6209,117,0.5052185007354311,0.5242255330085754
lighters,flameless,530,2358,31,0.5159444500633762,0.5241889953613281
nurses,triage,1744,94,13,0.5614606553602509,0.5241826772689819
valves,diverter,884,869,20,0.5042916086283699,0.5241668224334717
crackers,cheez,1652,200,20,0.5596131509411332,0.5241657495498657
mudding,drywall,45,1875,26,0.6779795692744303,0.524124026298523
tappan,drip,22,4109,13,0.5994175633566605,0.5240473747253418
scopes,reticle,308,855,58,0.6926513179857413,0.524043619632721
norse,mythology,238,182,16,0.668420552712133,0.5239753723144531
mythology,norse,182,238,16,0.668420552712133,0.5239753723144531
beats,listening,2113,1403,129,0.61287710425997,0.5239613652229309
headloght,h8,16,829,10,0.6934636150108362,0.5238550305366516
lenguajes,amor,65,208,10,0.6922646936791579,0.5238300561904907
magformers,magnetic,46,44390,40,0.5087621987383015,0.5238006114959717
potter,sorcerer,5484,236,41,0.5427000811756557,0.5237876772880554
massagethings,shiatsu,37,1916,11,0.5978954450571583,0.5237643718719482
tomahawks,axe,20,1262,15,0.6962477865710689,0.5237011909484863
stripper,dancing,566,2496,29,0.5009113244938759,0.5236644148826599
63xl,3833,503,90,10,0.616473207204436,0.5236436724662781
z590,motherboard,80,1747,16,0.5927226144783693,0.5236278772354126
denomination,bill,219,2869,37,0.5812523883031232,0.5236255526542664
bill,denomination,2869,219,21,0.522341210018964,0.5236254930496216
finder,rangefinder,2912,582,63,0.5705671700618284,0.5235740542411804
240hz,24.5,439,495,11,0.5272212756296434,0.5235363841056824
borescope,endoscope,137,409,14,0.6376544435809979,0.5234931707382202
endoscope,borescope,409,137,14,0.6376544435809979,0.5234931707382202
hazards,biohazard,35,116,13,0.797285665538884,0.5234818458557129
bug,mosquito,4923,3544,231,0.5478408868753443,0.5234537124633789
porn,guys,238,1693,13,0.5041161890230361,0.5233997702598572
hermit,crabs,603,94,17,0.6575352414145716,0.523368775844574
sword,cutlass,2648,110,14,0.5320472297439626,0.5233476161956787
cutlass,sword,110,2648,14,0.5320472297439627,0.5233475565910339
glucometer,glucose,38,1368,11,0.6174685078925272,0.5233371257781982
zapper,swatter,1426,244,14,0.520658605159032,0.5232843160629272
bleeder,brake,154,7587,33,0.5269322811247493,0.52323317527771
relashionship,couples,16,5414,10,0.5757743360644235,0.5231795907020569
enzymes,digestion,1724,1433,44,0.5055321499432796,0.5231003761291504
repair,dent,17467,1511,228,0.5139708911148383,0.5230342745780945
banding,edging,194,501,12,0.5866968804102917,0.5230227112770081
10swomen,s10,16,14325,15,0.554274178460789,0.5229471921920776
multimeter,tester,539,3329,44,0.5276425269986653,0.5229232311248779
everfaith,faith,16,2375,16,0.6768818302878069,0.5229126811027527
buidling,construction,16,11222,11,0.5392619109645369,0.5228912830352783
lightbulb,watt,118,11457,32,0.5138834079107162,0.522835910320282
karma,kama,394,254,13,0.5929320763306356,0.5228205323219299
fungus,fingernail,989,801,23,0.5161689114619199,0.522813618183136
massager,shiatsu,14148,1916,262,0.5284604291056942,0.5227775573730469
patricks,shamrock,385,388,14,0.5748317472020643,0.5227556228637695
enter,barricade,1020,344,23,0.5700575813351053,0.52275151014328
invitations,envelopes,1790,7980,140,0.5046186802754685,0.5226867198944092
ra,rheumatoid,600,334,10,0.5231714596204461,0.5226821303367615
dji,drone,2962,5747,252,0.5603674383906214,0.5226712822914124
hajj,islamic,86,358,10,0.640651707098764,0.522663950920105
spying,nanny,123,2163,12,0.5228124952668073,0.5226362943649292
smash,bros,1540,783,41,0.5475681645921057,0.5226350426673889
bros,smash,783,1540,75,0.6146617123244403,0.5226349830627441
carageenena,purecapsusa,37,86,10,0.7829943891084273,0.5225530862808228
backache,lumbar,53,6151,14,0.5248317153718525,0.5225030183792114
dewalt,dw735,6447,56,12,0.5034445051658956,0.5224963426589966
breathe,nasal,1152,2103,57,0.534345856334936,0.5224801301956177
funko,pop,6821,30957,1118,0.5431496391084166,0.5224382281303406
pop,funko,30957,6821,943,0.5201030263809125,0.522438108921051
skidoo,doo,25,1020,15,0.6955882690746018,0.5224169492721558
pearls,oysters,1854,102,10,0.5268088434488982,0.5223749876022339
oysters,pearls,102,1854,18,0.5852474329316215,0.5223749876022339
harry,hedwig,6249,56,13,0.5131071584205625,0.5223740339279175
v20,h918,1848,109,15,0.5625849423798546,0.5223420858383179
lenovo,t430,6414,100,21,0.5209850101265644,0.522330105304718
gazebos,canopy,203,8976,38,0.5112609387122392,0.5223029255867004
sachel,satchel,16,2738,12,0.6372534139024895,0.5222943425178528
tn760,l2710dw,244,150,18,0.6921873638589813,0.52228844165802
interfaz,interface,17,1549,17,0.7072711262626414,0.5222134590148926
audi,quattro,869,282,18,0.5683705911447938,0.5221914649009705
vise,vice,852,237,12,0.5403091350086516,0.5221391916275024
vice,vise,237,852,17,0.5751149335064235,0.5221391916275024
cutters,lopper,2679,101,10,0.5043408609173475,0.5221291184425354
lsu,ncaa,446,2811,32,0.5189861304600789,0.5220642685890198
d5,deoxit,138,43,11,0.7543970528363829,0.522007405757904
bomb,flowerbomb,1727,74,14,0.5848291821587684,0.522005558013916
dodge,challenger,3208,1012,54,0.507998472414358,0.5219525694847107
m5y1k,5758,125,130,16,0.7317773706634495,0.5219335556030273
thc,hemp,390,4423,40,0.5203493449786024,0.5219265222549438
epson,copier,1845,579,27,0.5124318074818124,0.5219032764434814
denomination,bills,219,1328,13,0.524905595608742,0.5218731164932251
peregrine,peculiar,206,159,27,0.745502914190745,0.5218239426612854
peculiar,peregrine,159,206,16,0.6864820714680361,0.5218239426612854
yarn,skein,5333,140,32,0.5540502478045575,0.5217357873916626
return,address,3268,1875,92,0.5202572291482065,0.5217064619064331
pictire,photography,37,8181,26,0.5927542130886465,0.5216566920280457
barra,bar,37,45038,34,0.505911072231792,0.5216547846794128
suitcases,samsonite,389,1569,37,0.5832349429486239,0.5216190814971924
fender,stratocaster,3126,377,41,0.5491448884348598,0.52161705493927
stratocaster,fender,377,3126,42,0.5517177017410057,0.52161705493927
dildo,thrusting,756,429,30,0.6034582776618929,0.5216064453125
thrusting,dildo,429,756,19,0.5555984359129299,0.5216064453125
killz,kilz,14,114,12,0.8473936844280372,0.5215781331062317
scooper,poop,823,2551,49,0.528155715266492,0.5215770602226257
register,transactions,1915,46,11,0.5841913799778434,0.5215592980384827
caracoa,curacao,10,38,10,0.9162731889994347,0.5215370655059814
planner,monthly,10911,5528,482,0.5393942495010847,0.5215224027633667
gajra,bollywood,21,466,10,0.7125358025198074,0.5215210914611816
poopsie,slime,164,6976,40,0.548554500010639,0.5215029120445251
slime,poopsie,6976,164,30,0.5185472284640718,0.5215029120445251
radios,walkie,1188,2835,84,0.5535633024879189,0.5214971303939819
walkie,radios,2835,1188,85,0.5548951411003871,0.5214971303939819
kaneda,akira,29,102,15,0.8342155237518067,0.5214868783950806
paramahamsa,bhagavad,16,180,13,0.8191824106569667,0.5214686393737793
huge,ðiḷðo,2728,52,13,0.5706852639313595,0.5214177370071411
mailer,shipping,475,4130,56,0.5472744724269287,0.5214153528213501
kilts,scottish,62,384,14,0.6924920412375514,0.5214100480079651
memorabilia,autograph,366,452,14,0.5682924609779809,0.5214053988456726
